title,content,answer,solution,questionTypeCode,problemLevelCode,problemTypeCode,problemTypeDetailCode,metadata,createdDate,modifiedDate
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,학교에서 학생들에게 역사를 _____는 것은 매우 중요하다.,가르치다,새로운 개념을 학생들에게 전달하는 행위는 '가르치다'이므로 정답은 '가르치다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,선생님은 학생들에게 중요한 내용을 _____ 주셨다.,가르치다,선생님이 학생들에게 중요한 내용을 전달하는 것은 '가르치다'이므로 정답은 '가르치다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,선생님이 학생에게 새로운 내용을 _____ 주었다.,가르치다,선생님이 학생에게 새로운 내용을 설명하거나 이해할 수 있도록 돕는 것은 '가르치다'이므로 정답은 '가르치다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,선생님은 학생들에게 영어를 _____고 있다.,가르치다,학생들에게 새로운 개념을 알려주는 행위는 '가르치다'이므로 정답은 '가르치다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그녀는 피아노를 _____기 시작한 지 3년이 되었다.,가르치다,학생들에게 새로운 내용을 알려주는 행동은 '가르치다'에 해당하므로 정답은 '가르치다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 아이들에게 수영을 _____고 있다.,가르치다,학생들에게 새로운 내용을 전달하는 행위는 '가르치다'이므로 정답은 '가르치다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 손가락으로 방향을 _____ 저에게 알려주었습니다.,가리키다,방향을 알려주는 행위는 '가리키다'로 표현되므로 정답은 '가리키다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그는 길을 물어보며 지도를 _____ 했다.,가리키다,여기서 '가리키다'는 어떤 내용을 지시하거나 지목하는 의미이므로 정답은 '가리키다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,그 아이는 손가락으로 저 멀리 있는 건물을 _____,가리키다,손가락으로 어떤 대상을 지시하는 행동은 '가리키다'이므로 정답은 '가리키다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
다음 문장에서 문맥상 빈칸에 들어갈 적절한 단어를 적으세요,지도에서 위치를 _____ 위해 빨간 펜으로 표시했다.,가리키다,어떤 방향을 나타내는 행동은 '가리키다'이므로 정답은 '가리키다'입니다.,QT02,PL02,PT01,PT0121,{'options': '가르치다 vs 가리키다'},2024-09-24T18:27:19.186132,2024-09-24T18:27:19.186132
